"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"0500000US12077","Liberty County, Florida","7974","562","7412","7179","5729","1353","52","18","1","26","233","207","41","133","4","0","14","0","0","4","1","6","0","0","4","0","0","18","4","0","0","3","0","0","0","4","0","0","1","0","4","2","0","0","0","0","0","0","8","0","0","4","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US12079","Madison County, Florida","17968","881","17087","16574","10132","6281","53","45","0","63","513","481","157","184","18","0","65","14","13","5","13","3","5","0","3","1","0","25","12","1","0","4","4","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","1","0","0","0","3","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US12081","Manatee County, Florida","399710","70979","328731","315289","273101","31147","779","8433","246","1583","13442","12920","3161","3776","1832","118","3286","211","123","30","245","31","1","8","54","35","9","478","187","67","15","55","55","6","14","52","3","2","7","0","1","10","1","0","2","1","0","0","41","23","5","5","0","0","0","3","0","1","2","1","0","1","0","0","3","3","0","0","0","0","0","0","0"
"0500000US12083","Marion County, Florida","375908","55910","319998","305486","253837","42795","986","5973","148","1747","14512","13845","3387","4996","1276","134","2846","267","187","68","421","38","14","25","33","118","35","596","239","98","14","62","81","9","10","45","15","5","3","0","0","4","1","0","7","2","0","1","57","13","9","22","0","6","0","6","0","0","0","0","0","0","1","0","14","7","7","0","0","0","0","0","0"
"0500000US12085","Martin County, Florida","158431","24187","134244","129524","119216","7277","218","2246","42","525","4720","4534","881","1374","675","56","1354","42","37","21","65","2","0","0","9","16","2","163","50","51","0","25","10","0","12","6","4","1","3","0","0","1","0","0","0","0","0","0","11","7","0","1","0","1","0","1","0","0","0","1","0","0","0","0","12","8","4","0","0","0","0","0","0"
"0500000US12086","Miami-Dade County, Florida","2701767","1856938","844829","798586","361517","378756","1589","41672","385","14667","46243","43849","8621","2341","4925","152","19948","1402","1879","370","3427","89","10","96","132","404","53","2161","442","640","31","446","84","15","68","100","134","5","21","0","8","50","93","20","0","4","0","0","204","45","9","60","10","61","0","7","0","0","2","0","0","0","10","0","23","16","4","0","1","0","2","6","6"
"0500000US12087","Monroe County, Florida","82874","19432","63442","61022","54731","4517","169","1137","61","407","2420","2315","417","746","411","49","582","15","18","0","63","0","0","0","12","0","2","86","24","8","5","13","0","0","7","18","0","0","5","0","0","1","2","0","0","0","0","3","16","3","1","6","0","3","0","3","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US12089","Nassau County, Florida","90352","4449","85903","82192","75817","4945","222","863","52","293","3711","3557","657","1498","522","47","704","32","30","10","17","2","0","2","27","9","0","143","57","27","5","4","7","0","5","25","9","0","0","0","0","3","0","0","0","0","0","1","11","2","0","7","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"0500000US12091","Okaloosa County, Florida","211668","22578","189090","174198","146271","18896","799","6578","448","1206","14892","13854","2962","4084","3428","211","2022","205","332","41","281","29","0","24","171","62","2","975","295","289","21","47","125","11","16","120","6","5","18","0","7","0","2","7","6","0","0","0","54","14","0","22","8","0","1","3","0","0","2","0","3","0","1","0","8","5","2","1","0","0","0","1","1"
"0500000US12093","Okeechobee County, Florida","39644","9857","29787","28744","24671","3318","263","332","14","146","1043","981","212","386","49","16","264","36","1","0","17","0","0","0","0","0","0","42","3","0","0","8","12","0","3","12","1","0","2","0","0","0","0","0","1","0","0","0","18","4","3","1","0","0","7","0","1","0","0","1","0","1","0","0","2","0","2","0","0","0","0","0","0"
"0500000US12095","Orange County, Florida","1429908","473025","956883","891192","531362","263624","2207","76870","1114","16015","65691","62327","11786","8269","9931","440","22731","1437","2102","470","3127","164","7","161","376","1154","172","3029","907","602","49","407","194","21","42","258","166","16","45","8","58","69","162","13","2","5","0","5","310","134","14","58","32","38","2","7","6","0","3","3","6","3","0","4","25","11","7","3","0","0","4","0","0"
"0500000US12097","Osceola County, Florida","388656","211089","177567","164897","113362","35145","562","11370","240","4218","12670","11976","2338","2131","1722","102","3604","203","455","102","889","30","5","23","72","237","63","611","175","129","1","90","57","3","14","42","29","0","11","0","0","12","30","14","0","0","0","4","56","27","0","3","0","17","0","0","1","0","3","4","0","0","0","1","21","12","9","0","0","0","0","6","6"
"0500000US12099","Palm Beach County, Florida","1492191","349933","1142258","1091635","779759","255724","1536","43356","494","10766","50623","48199","11032","6072","6746","317","18095","931","1467","400","2279","95","7","46","196","438","78","2150","581","526","38","316","143","20","42","147","116","11","18","3","10","61","76","26","3","10","0","3","243","83","11","32","24","58","7","10","0","0","6","0","0","1","11","0","31","4","19","1","4","3","0","0","0"
"0500000US12101","Pasco County, Florida","561891","93157","468734","444851","392375","31601","1388","16408","308","2771","23883","22689","5112","7294","3611","247","4936","285","352","35","524","30","0","14","89","138","22","1097","426","186","24","142","115","27","34","83","31","0","6","1","12","3","3","0","4","0","0","0","89","38","4","16","10","0","0","1","6","0","13","0","0","1","0","0","8","1","7","0","0","0","0","0","0"
"0500000US12103","Pinellas County, Florida","959107","102439","856668","817168","684463","91431","1942","33700","797","4835","39500","37483","9037","10183","6745","323","8604","680","518","107","726","85","15","41","184","204","31","1857","666","335","32","234","194","22","44","184","75","1","10","0","18","24","12","5","1","0","0","0","145","57","7","30","2","27","0","21","0","1","0","0","0","0","0","0","15","11","0","0","0","0","4","0","0"
"0500000US12105","Polk County, Florida","725046","187695","537351","512359","392621","100950","1623","13181","300","3684","24992","23677","6548","7616","2364","174","4621","559","401","125","870","48","10","21","93","206","21","1199","512","198","29","121","107","11","25","104","29","5","11","10","1","18","15","3","0","0","0","0","104","49","5","23","3","12","3","4","0","0","0","3","0","1","0","1","12","11","1","0","0","0","0","0","0"
"0500000US12107","Putnam County, Florida","73321","7816","65505","62849","50541","11274","280","469","37","248","2656","2519","612","1148","167","20","436","58","3","1","56","1","0","6","7","2","2","121","42","1","6","10","7","8","1","20","4","0","1","7","3","6","2","0","3","0","0","0","8","2","0","0","0","0","0","0","4","0","0","0","0","0","2","0","8","0","5","3","0","0","0","0","0"
"0500000US12109","St. Johns County, Florida","273425","22607","250818","239052","214428","12940","544","9764","151","1225","11766","11210","2111","3100","2779","148","2595","93","116","7","110","25","0","12","47","62","5","505","149","94","9","34","75","8","16","90","19","0","3","0","0","0","3","2","0","0","0","3","46","27","0","0","12","1","0","2","0","0","0","3","0","0","1","0","5","5","0","0","0","0","0","0","0"
"0500000US12111","St. Lucie County, Florida","329226","66320","262906","249987","176533","64597","568","5678","141","2470","12919","12132","3465","2683","1186","107","3057","323","330","88","648","28","6","16","54","128","13","695","262","133","20","90","49","8","5","35","40","2","3","0","10","19","12","0","7","0","0","0","83","27","0","17","9","17","0","2","1","0","0","2","5","0","3","0","5","2","0","3","0","0","0","4","4"
"0500000US12113","Santa Rosa County, Florida","188000","11890","176110","164347","147518","10690","1112","3818","362","847","11763","11062","1826","4445","2319","178","1815","72","144","18","109","8","1","4","95","28","0","667","184","121","5","40","123","28","9","103","16","3","19","1","0","8","5","0","2","0","0","0","32","19","1","6","0","2","0","1","0","3","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US12115","Sarasota County, Florida","434006","43236","390770","377037","349700","16165","695","8407","168","1902","13733","13173","2561","3719","2011","117","4078","167","105","25","268","12","0","0","69","41","0","517","220","101","22","58","37","0","10","31","16","10","0","5","2","1","4","0","0","0","0","0","40","21","4","11","0","0","2","0","0","0","0","0","0","0","2","0","3","1","2","0","0","0","0","0","0"
"0500000US12117","Seminole County, Florida","470856","106539","364317","343495","264072","50276","765","25164","243","2975","20822","19539","4724","4318","4027","184","4161","387","566","84","712","56","5","29","99","160","27","1207","424","242","17","136","109","32","25","109","35","8","18","0","1","10","36","3","0","1","0","1","65","32","0","10","5","9","0","6","0","0","0","0","0","0","3","0","11","11","0","0","0","0","0","0","0"
"0500000US12119","Sumter County, Florida","129752","7583","122169","119426","109213","8313","311","1238","31","320","2743","2615","508","1082","227","25","702","10","10","5","26","0","5","0","4","8","3","104","47","0","0","4","8","5","3","9","3","4","3","0","0","7","8","0","0","1","2","0","17","0","0","8","0","0","0","0","0","0","3","4","1","0","1","0","7","2","5","0","0","0","0","0","0"
"0500000US12121","Suwannee County, Florida","43474","4785","38689","37180","31664","4920","167","270","16","143","1509","1471","329","671","104","13","298","16","2","8","27","0","0","0","2","1","0","35","3","0","6","3","4","1","5","0","4","0","0","0","0","8","0","1","0","0","0","0","3","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US12123","Taylor County, Florida","21796","866","20930","20196","15629","4196","102","224","0","45","734","694","189","380","29","1","82","2","0","0","5","5","0","0","0","1","0","34","9","4","3","4","3","0","0","6","1","0","0","0","0","0","0","0","2","0","0","2","6","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US12125","Union County, Florida","16147","764","15383","14921","11585","3197","42","35","0","62","462","437","121","201","26","7","71","4","0","0","1","3","0","2","0","1","0","24","5","0","0","3","1","0","0","1","0","0","0","0","6","7","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US12127","Volusia County, Florida","553543","82652","470891","449563","379527","55338","1262","10478","266","2692","21328","20350","4900","7173","2477","201","4287","384","250","51","434","31","4","26","67","61","4","882","343","124","14","112","100","10","33","84","28","4","0","6","5","15","0","0","0","0","0","4","90","28","2","29","3","9","1","11","3","2","1","1","0","0","0","0","4","1","0","0","3","0","0","2","2"
"0500000US12129","Wakulla County, Florida","33764","1577","32187","30686","25987","4202","154","198","19","126","1501","1451","284","753","126","12","245","7","0","0","7","0","2","4","5","4","2","34","16","4","4","0","2","0","2","0","3","0","2","0","0","0","0","0","0","0","0","1","11","0","1","1","3","2","0","0","0","0","4","0","0","0","0","0","5","0","5","0","0","0","0","0","0"
"0500000US12131","Walton County, Florida","75305","6187","69118","65605","60644","3294","415","907","38","307","3513","3317","567","1559","497","62","551","37","3","4","13","9","5","0","4","5","1","149","59","16","2","0","42","1","6","13","0","0","4","0","4","0","2","0","0","0","0","0","39","4","0","16","5","6","0","1","0","0","6","0","0","1","0","0","5","5","0","0","0","0","0","3","3"
"0500000US12133","Washington County, Florida","25318","924","24394","23189","19484","3236","222","132","28","87","1205","1139","281","577","88","13","135","26","5","0","0","5","0","9","0","0","0","57","10","6","0","5","3","7","6","12","0","0","0","0","0","3","0","1","3","1","0","0","7","3","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"0500000US13001","Appling County, Georgia","18444","1825","16619","16202","12674","3339","33","123","1","32","417","391","205","121","26","0","23","12","1","0","0","2","0","0","1","0","0","21","10","2","0","0","2","1","3","0","0","0","0","0","0","0","0","3","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"0500000US13003","Atkinson County, Georgia","8286","2048","6238","6071","4801","1208","30","12","4","16","167","144","37","67","8","4","17","11","0","0","0","0","0","0","0","0","0","13","0","0","0","2","1","0","1","0","3","0","5","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","0","0","0","0","0","0","0"
"0500000US13005","Bacon County, Georgia","11140","875","10265","9930","8103","1747","4","40","4","32","335","316","163","96","8","0","32","10","4","0","3","0","0","0","0","0","0","15","0","1","0","2","0","0","5","0","1","0","0","0","1","4","0","1","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13007","Baker County, Georgia","2876","143","2733","2663","1514","1128","1","18","0","2","70","55","9","12","7","0","5","4","7","1","10","0","0","0","0","0","0","11","1","0","0","1","4","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2"
"0500000US13009","Baldwin County, Georgia","43799","1139","42660","41633","22432","18318","64","599","27","193","1027","977","401","296","88","4","105","43","13","2","23","0","0","1","1","0","0","44","18","6","8","2","2","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","6","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13011","Banks County, Georgia","18035","1164","16871","16251","15578","394","54","189","8","28","620","599","150","316","38","0","82","0","0","2","6","1","0","0","4","0","0","15","8","0","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13013","Barrow County, Georgia","83505","10560","72945","69562","55582","10141","130","3233","17","459","3383","3216","943","1272","351","33","390","58","52","12","60","11","1","5","20","4","4","153","97","18","0","4","3","1","1","14","0","0","1","0","0","9","4","1","0","0","0","0","11","2","0","7","0","1","0","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
"0500000US13015","Bartow County, Georgia","108901","10751","98150","93397","80159","11309","254","1169","40","466","4753","4552","1279","2195","321","38","504","78","51","5","45","0","0","4","17","15","0","181","97","17","5","21","18","8","8","0","5","0","0","0","0","2","0","0","0","0","0","0","14","2","0","9","0","0","0","3","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","2","2"
"0500000US13017","Ben Hill County, Georgia","17194","1054","16140","15662","9219","6222","57","116","0","48","478","452","200","163","25","0","28","27","1","1","5","0","0","0","0","0","2","26","8","0","2","2","2","1","2","0","0","0","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13019","Berrien County, Georgia","18160","1045","17115","16504","14396","1934","22","80","10","62","611","575","164","277","41","0","65","19","0","0","3","0","0","0","4","2","0","33","16","0","2","1","0","4","0","8","2","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13021","Bibb County, Georgia","157346","6737","150609","146155","56787","85234","281","3209","42","602","4454","4160","1670","889","397","33","349","370","154","18","212","11","0","8","20","29","0","258","138","37","2","19","14","0","1","13","8","1","3","0","9","3","10","0","0","0","0","0","30","8","2","16","1","3","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0","4","0","0"
"0500000US13023","Bleckley County, Georgia","12583","469","12114","11857","8867","2788","11","153","8","30","257","226","84","79","28","0","24","2","1","0","7","0","0","0","0","0","1","22","7","0","0","1","3","3","6","1","0","0","0","0","0","1","0","0","0","0","0","0","9","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13025","Brantley County, Georgia","18021","326","17695","17003","16317","562","45","42","3","34","692","672","120","398","31","0","99","7","5","6","4","0","0","0","1","1","0","15","1","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","8","0","0","0","4","0","0","1","0","0","0","1","0","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0"
"0500000US13027","Brooks County, Georgia","16301","955","15346","14889","9066","5684","24","67","6","42","457","420","167","166","19","0","39","16","5","0","7","0","1","0","0","0","0","27","13","4","0","0","5","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","7","2","5","0","0","0","0","0","0"
"0500000US13029","Bryan County, Georgia","44738","3269","41469","39022","31321","6330","102","1032","53","184","2447","2291","564","777","463","55","294","36","34","1","39","4","0","0","16","8","0","147","44","19","5","3","25","0","6","36","2","0","2","0","0","2","0","0","3","0","0","0","9","7","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13031","Bulloch County, Georgia","81099","4180","76919","74240","49712","22775","159","1283","62","249","2679","2545","859","844","282","44","224","100","39","7","60","15","0","0","17","54","0","115","65","14","0","5","16","11","0","0","1","0","2","0","0","1","0","0","0","0","0","0","14","1","0","6","0","0","0","7","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0"
"0500000US13033","Burke County, Georgia","24596","777","23819","23116","11941","10957","45","97","10","66","703","663","287","211","43","3","57","33","3","4","12","3","1","0","1","3","2","30","15","1","1","0","2","0","0","0","1","0","5","0","0","4","0","1","0","0","0","0","10","5","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13035","Butts County, Georgia","25434","803","24631","23750","16628","6808","39","102","9","164","881","836","245","375","61","6","88","37","4","0","12","7","0","0","0","1","0","40","22","7","1","6","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","4","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0"
"0500000US13037","Calhoun County, Georgia","5573","149","5424","5363","1766","3569","8","19","0","1","61","54","22","20","0","0","1","5","6","0","0","0","0","0","0","0","0","7","2","0","0","0","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13039","Camden County, Georgia","54768","3658","51110","48121","37203","9497","185","845","66","325","2989","2801","845","958","408","46","314","73","56","12","57","0","0","0","21","10","1","166","74","20","5","6","21","5","0","17","0","1","2","0","6","9","0","0","0","0","0","0","12","10","0","2","0","0","0","0","0","0","0","0","0","0","0","0","8","0","8","0","0","0","0","2","2"
"0500000US13043","Candler County, Georgia","10981","1378","9603","9359","6567","2681","19","63","3","26","244","218","71","107","5","0","19","5","0","0","7","0","2","0","0","2","0","20","7","0","0","0","3","2","3","0","2","0","0","0","2","1","0","0","0","0","0","0","6","0","1","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0500000US13045","Carroll County, Georgia","119148","9586","109562","104407","80725","21781","271","1104","21","505","5155","4911","1777","1862","374","34","606","101","50","5","83","0","0","4","9","5","1","222","131","25","4","20","15","0","8","4","0","4","0","0","0","8","3","0","0","0","0","0","22","7","0","0","0","0","0","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13047","Catoosa County, Georgia","67872","2341","65531","62511","59280","1808","181","1025","84","133","3020","2934","636","1627","216","25","382","18","0","0","14","7","1","0","8","0","0","75","30","2","8","0","0","11","9","11","2","0","0","0","0","0","0","0","2","0","0","0","9","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0"
"0500000US13049","Charlton County, Georgia","12518","2036","10482","10099","7532","2386","40","109","2","30","383","342","98","143","15","4","54","18","5","0","0","1","0","4","0","0","0","35","7","14","2","3","0","0","5","3","0","0","0","0","0","0","0","0","1","0","0","0","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13051","Chatham County, Georgia","295291","23790","271501","260538","139433","108011","619","10620","408","1447","10963","10154","3229","2420","1752","128","1260","585","269","45","352","13","1","8","65","26","1","744","363","121","20","48","75","2","5","55","12","0","10","0","20","10","0","2","1","0","0","0","57","24","2","11","7","0","0","0","0","0","0","5","0","0","7","1","8","7","1","0","0","0","0","0","0"
"0500000US13053","Chattahoochee County, Georgia","9565","1610","7955","7364","5403","1463","35","304","104","55","591","531","137","111","129","11","34","20","13","1","52","1","0","0","19","1","2","57","23","0","0","0","5","0","0","24","0","0","1","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","2","0","0","0","0"
"0500000US13055","Chattooga County, Georgia","24965","1297","23668","22698","20079","2391","45","102","0","81","970","924","389","406","16","0","97","7","4","1","4","0","0","0","0","0","0","33","15","0","0","5","0","7","0","0","0","0","0","4","0","0","2","0","0","0","0","0","10","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0"
"0500000US13057","Cherokee County, Georgia","266620","32111","234509","222768","197867","17326","502","5429","100","1544","11741","11210","2295","4193","1921","102","2124","183","151","4","164","8","3","8","33","20","1","504","192","80","5","19","113","6","19","47","17","0","1","0","4","0","0","1","0","0","0","0","21","11","1","3","5","0","0","0","0","0","0","0","1","0","0","0","6","1","0","0","0","4","1","0","0"
"0500000US13059","Clarke County, Georgia","128671","14336","114335","109831","72201","31367","297","4920","66","980","4504","4312","1226","1025","1007","59","571","199","61","7","104","5","0","3","16","21","8","171","78","48","0","9","4","5","8","12","2","0","1","0","2","0","0","0","0","0","2","0","14","6","0","0","0","0","0","6","0","0","0","0","2","0","0","0","3","0","3","0","0","0","0","4","4"
"0500000US13061","Clay County, Georgia","2848","41","2807","2750","1143","1593","1","6","0","7","57","50","18","13","5","1","0","4","0","1","1","3","0","0","3","0","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13063","Clayton County, Georgia","297595","42546","255049","247214","25902","205301","601","13491","119","1800","7835","7054","2981","715","252","26","268","1081","599","89","921","22","5","18","38","37","2","698","457","90","9","76","13","1","5","12","0","0","13","0","5","13","4","0","0","0","0","0","82","56","2","15","5","3","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US13065","Clinch County, Georgia","6749","253","6496","6296","4256","1950","30","22","7","31","200","193","89","57","0","1","18","17","0","0","5","3","0","2","1","0","0","7","2","0","0","0","0","0","0","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13067","Cobb County, Georgia","766149","111240","654909","620751","369182","200072","1289","42533","293","7382","34158","31802","8870","5998","5472","198","6561","1455","1123","122","1554","59","11","41","111","212","15","2175","1045","384","30","244","166","7","26","91","50","3","31","16","32","16","33","0","0","0","0","1","148","79","10","45","2","10","0","2","0","0","0","0","0","0","0","0","27","22","4","1","0","0","0","6","6"
"0500000US13069","Coffee County, Georgia","43092","5430","37662","36474","24158","11872","62","299","14","69","1188","1144","421","395","65","19","147","62","7","6","18","0","0","0","2","2","0","32","14","0","0","1","8","0","4","1","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","10","9","1","0","0","0","0","0","0"
"0500000US13071","Colquitt County, Georgia","45898","8709","37189","36175","25588","9995","83","388","15","106","1014","971","411","297","66","11","117","30","9","0","24","5","0","0","0","1","0","37","15","3","6","0","4","0","0","0","3","0","2","0","4","0","0","0","0","0","0","0","6","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13073","Columbia County, Georgia","156010","11858","144152","135356","99111","27621","354","7102","271","897","8796","8106","2171","2182","2044","138","845","183","254","31","158","11","0","1","52","27","9","627","193","164","10","47","82","1","7","77","14","0","10","0","6","0","15","0","1","0","0","0","54","29","3","11","4","4","0","1","0","0","0","2","0","0","0","0","6","4","0","0","2","0","0","3","3"
"0500000US13075","Cook County, Georgia","17229","1134","16095","15595","10658","4753","29","100","4","51","500","465","176","169","42","1","46","15","7","1","8","0","0","0","0","0","0","25","9","5","1","2","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","1","0","5","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","1","1"
"0500000US13077","Coweta County, Georgia","146158","11053","135105","129323","99421","25544","298","3329","62","669","5782","5484","1331","2042","874","49","745","177","114","3","96","4","0","2","17","30","0","266","136","51","6","21","20","0","6","14","0","1","0","2","5","4","0","0","0","0","0","0","27","12","0","15","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0"
"0500000US13079","Crawford County, Georgia","12130","415","11715","11256","8866","2267","45","31","3","44","459","420","111","183","47","6","62","6","3","0","0","0","0","0","2","0","0","32","14","3","5","0","0","0","1","2","1","0","2","0","4","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","1","0","0"
"0500000US13081","Crisp County, Georgia","20128","634","19494","18979","9892","8821","18","180","4","64","515","495","230","121","48","0","35","43","4","3","11","0","0","0","0","0","0","15","7","0","0","1","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13083","Dade County, Georgia","16251","364","15887","15160","14786","141","68","129","5","31","727","713","53","495","42","0","109","2","0","0","7","0","0","0","3","2","0","13","3","1","0","0","0","0","2","2","0","0","0","0","1","0","1","0","0","2","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13085","Dawson County, Georgia","26798","1605","25193","24150","23544","200","63","235","14","94","1043","1004","132","599","100","3","151","4","4","0","5","0","0","0","2","4","0","18","0","2","0","1","6","0","0","2","0","0","0","0","1","4","2","0","0","0","0","0","21","8","0","1","1","0","0","8","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US13087","Decatur County, Georgia","29367","1911","27456","26807","14280","12200","64","183","16","64","649","602","217","211","31","0","79","29","13","0","19","0","0","0","0","3","0","46","18","13","0","1","0","2","0","9","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US13089","DeKalb County, Georgia","764382","81471","682911","656491","215895","384438","1161","50076","202","4719","26420","24132","6807","2593","5005","146","2814","2283","1142","137","2583","79","7","31","143","340","22","2069","1060","277","16","276","62","6","43","65","39","2","49","9","61","42","50","10","1","1","0","0","188","92","1","67","0","21","0","4","0","0","0","0","1","0","2","0","31","14","17","0","0","0","0","0","0"
"0500000US13091","Dodge County, Georgia","19925","620","19305","18878","12865","5847","21","95","8","42","427","396","205","125","16","0","30","10","1","1","8","0","0","0","0","0","0","26","4","10","0","3","4","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","4","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"0500000US13093","Dooly County, Georgia","11208","797","10411","10235","4611","5540","17","51","2","14","176","165","58","53","15","0","22","9","2","0","6","0","0","0","0","0","0","10","1","0","0","0","4","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US13095","Dougherty County, Georgia","85790","2413","83377","81380","20631","59720","128","647","20","234","1997","1830","802","326","147","6","144","200","39","29","120","3","0","2","11","1","0","144","80","22","0","7","13","3","4","12","0","0","2","0","0","0","0","0","1","0","0","0","14","6","0","8","0","0","0","0","0","0","0","0","0","0","0","0","6","0","5","0","0","0","1","3","3"
